datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
2012-03-06 15:00:00,1,0,1,1,13.94,15.15,36,19.9995,24,142,166
2012-11-16 7:00:00,4,0,1,2,12.3,15.15,61,11.0014,5,362,367
2012-10-05 4:00:00,4,0,1,1,22.14,25.76,77,0,0,11,11
2012-10-10 21:00:00,4,0,1,1,20.5,24.24,51,23.9994,18,251,269
2012-10-07 8:00:00,4,0,0,3,17.22,21.21,67,8.9981,11,51,62
2012-12-15 22:00:00,4,0,0,1,14.76,17.425,62,12.998,22,134,156
2012-02-14 8:00:00,1,0,1,2,9.84,14.395,70,0,3,510,513
2011-10-10 2:00:00,4,1,0,1,19.68,23.485,88,0,4,15,19
2011-07-18 6:00:00,3,0,1,1,26.24,28.79,83,7.0015,10,95,105
2011-11-08 4:00:00,4,0,1,1,12.3,16.665,87,0,0,4,4
2012-01-18 12:00:00,1,0,1,1,12.3,12.88,39,32.9975,6,155,161
2011-12-16 0:00:01,4,0,1,1,20.6845252,25.43205049,72,21.76101083,16,80,89
2011-12-04 0:00:00,4,0,0,1,12.3,15.91,70,7.0015,19,64,83
2012-06-02 17:00:00,2,0,0,1,26.24,31.06,36,0,248,338,586
2011-01-03 12:00:00,1,0,1,1,9.02,10.605,35,19.9995,13,48,61
2012-03-04 12:00:00,1,0,0,1,13.94,15.15,42,23.9994,71,256,327
2011-06-06 23:00:00,2,0,1,1,26.24,30.305,69,6.0032,5,55,60
2011-12-08 12:00:00,4,0,1,1,11.48,12.88,52,22.0028,8,148,156
2011-01-14 11:00:00,1,0,1,1,7.38,8.335,51,19.0012,6,47,53
2012-02-01 14:00:00,1,0,1,1,25.42,31.06,33,15.0013,33,159,192
2012-01-19 13:00:00,1,0,1,1,9.02,10.605,47,19.0012,6,118,124
2011-08-14 8:00:00,3,0,0,2,27.06,29.545,89,19.0012,20,21,41
2011-06-05 9:00:00,2,0,0,2,24.6,28.79,78,12.998,53,111,164
2012-03-11 10:00:00,1,0,0,1,13.12,15.15,49,19.0012,71,147,218
2012-12-14 23:00:00,4,0,1,1,11.48,15.15,75,6.0032,11,123,134
2011-06-17 23:00:00,2,0,1,1,25.42,28.79,83,8.9981,37,141,178
2012-09-09 20:00:01,3,0,0,1,25.8912288,32.70810833,41,18.79627924,93,241,353
2012-07-17 21:00:00,3,0,1,1,33.62,38.635,52,8.9981,50,283,333
2011-03-02 14:00:00,1,0,1,1,21.32,25,23,19.9995,21,75,96
2011-05-13 16:00:00,2,0,1,2,21.32,25,88,8.9981,44,256,300
2012-05-09 4:00:00,2,0,1,3,22.96,26.515,88,15.0013,0,5,5
2011-07-01 17:00:00,3,0,1,1,33.62,34.85,21,12.998,99,362,461
2011-01-12 2:00:00,1,0,1,1,5.74,7.575,86,8.9981,0,1,1
2012-07-03 1:00:00,3,0,1,1,29.52,33.335,58,0,5,9,14
2011-04-13 5:00:01,2,0,1,3,16.00489352,19.61523616,96,16.99192672,10,0,9
2012-07-10 0:00:01,3,0,1,1,27.44923849,31.94560933,69,5.396639566,15,82,68
2012-05-14 6:00:01,2,0,1,3,21.1931537,25.72308061,93,20.08040486,5,65,78
2011-02-07 12:00:00,1,0,1,2,13.12,17.425,62,0,7,59,66
2011-12-08 20:00:01,4,0,1,1,10.24960497,13.01858489,59,6.995746826,4,156,172
2011-05-15 16:00:00,2,0,0,1,26.24,30.305,69,16.9979,158,282,440
2011-07-07 11:00:00,3,0,1,1,33.62,38.635,52,8.9981,30,112,142
2011-09-01 4:00:00,3,0,1,1,22.96,26.515,83,6.0032,0,7,7
2012-12-19 15:00:00,4,0,1,1,17.22,21.21,50,19.0012,28,209,237
2012-12-10 16:00:00,4,0,1,2,20.5,24.24,88,7.0015,37,308,345
2012-01-12 18:00:00,1,0,1,1,18.04,21.97,67,12.998,22,399,421
2012-03-08 21:00:00,1,0,1,1,24.6,31.06,43,26.0027,27,206,233
2012-11-03 19:00:00,4,0,0,1,14.76,17.425,50,11.0014,22,217,239
2012-06-07 18:00:00,2,0,1,1,28.7,31.82,34,19.0012,110,703,813
2012-11-02 21:00:01,4,0,1,2,14.86123601,16.93473908,43,24.76895266,13,144,172
2012-08-18 6:00:00,3,0,0,1,24.6,28.03,83,15.0013,4,23,27
2012-07-03 19:00:00,3,0,1,2,34.44,37.12,36,8.9981,66,431,497
2012-10-19 3:00:00,4,0,1,2,22.96,26.515,83,0,0,5,5
2011-12-13 19:00:00,4,0,1,1,13.12,15.91,49,11.0014,5,262,267
2011-03-03 16:00:00,1,0,1,1,10.66,15.15,23,0,6,65,71
2011-11-07 6:00:00,4,0,1,2,11.48,15.91,93,0,2,97,99
2011-10-19 6:00:00,4,0,1,3,21.32,25,83,16.9979,3,28,31
2011-08-02 15:00:00,3,0,1,1,36.9,38.635,25,19.0012,48,120,168
2012-04-08 23:00:00,2,0,0,1,20.5,24.24,39,16.9979,10,41,51
2012-12-03 9:00:00,4,0,1,1,16.4,20.455,87,6.0032,19,289,308
2011-10-18 19:00:00,4,0,1,1,22.96,26.515,60,7.0015,31,286,317
2012-12-04 23:00:00,4,0,1,1,19.68,23.485,67,16.9979,5,91,96
2012-09-02 3:00:00,3,0,0,1,27.06,29.545,89,6.0032,9,33,42
2012-08-02 9:00:01,3,0,1,1,31.17042188,36.41507924,71,5.773059445,30,312,339
2012-07-03 23:00:00,3,0,1,1,27.06,30.305,83,0,19,152,171
2011-12-17 7:00:00,4,0,0,2,10.66,12.88,56,15.0013,0,20,20
2012-10-06 21:00:01,4,0,0,1,18.84688152,22.88571275,57,7.948808283,71,136,205
2012-04-02 8:00:00,2,0,1,1,14.76,16.665,57,22.0028,36,553,589
2012-04-18 10:00:00,2,0,1,3,19.68,23.485,47,15.0013,31,116,147
2011-04-07 1:00:00,2,0,1,1,17.22,21.21,47,8.9981,2,11,13
2011-08-17 0:00:00,3,0,1,1,27.06,31.06,69,6.0032,8,16,24
2012-12-01 7:00:00,4,0,0,2,9.84,12.12,87,8.9981,7,56,63
2011-06-15 23:00:00,2,0,1,1,25.42,31.06,53,0,17,90,107
2012-02-07 20:00:00,1,0,1,1,14.76,17.425,50,8.9981,6,206,212
2012-02-13 1:00:00,1,0,1,1,4.92,6.06,50,15.0013,0,6,6
2011-06-02 7:00:00,2,0,1,1,28.7,31.82,34,16.9979,19,285,304
2011-08-06 4:00:00,3,0,0,2,27.06,30.305,83,11.0014,5,5,10
2011-07-03 0:00:00,3,0,0,1,28.7,32.575,58,15.0013,47,97,144
2012-04-06 4:00:00,2,0,1,1,13.94,15.91,49,16.9979,2,3,5
2011-11-10 20:00:00,4,0,1,2,14.76,16.665,62,19.0012,8,160,168
2011-12-14 13:00:00,4,0,1,2,14.76,18.18,57,7.0015,14,119,133
2011-03-02 12:00:00,1,0,1,1,16.4,20.455,43,12.998,20,62,82
2012-11-06 12:00:00,4,0,1,1,13.12,16.665,45,8.9981,31,217,248
2012-12-02 12:00:00,4,0,0,2,13.94,16.665,81,11.0014,111,409,520
2011-11-09 20:00:02,4,0,1,1,17.20195819,23.5266953,77,1.86185441,19,197,263
2012-02-13 12:00:00,1,0,1,1,11.48,12.88,28,22.0028,7,111,118
2012-12-09 5:00:00,4,0,0,2,16.4,20.455,87,7.0015,0,8,8
2011-05-05 20:00:00,2,0,1,1,20.5,24.24,34,11.0014,33,225,258
2011-07-10 6:00:00,3,0,0,1,26.24,29.545,78,6.0032,8,17,25
2011-03-08 12:00:00,1,0,1,2,14.76,18.94,23,0,29,70,99
2012-01-14 22:00:01,1,0,0,1,8.398637504,6.818667789,47,23.48701927,0,43,88
2012-02-16 17:00:00,1,0,1,3,13.94,18.18,87,0,8,281,289
2012-10-04 6:00:00,4,0,1,3,25.42,27.275,94,6.0032,1,132,133
2012-10-07 5:00:00,4,0,0,2,18.04,21.97,54,8.9981,2,8,10
2012-08-18 16:00:00,3,0,0,1,31.16,33.335,37,16.9979,287,354,641
2011-01-02 16:00:00,1,0,0,3,13.94,16.665,71,11.0014,9,67,76
2011-11-12 6:00:00,4,0,0,1,9.02,11.365,75,11.0014,0,7,7
2012-08-07 14:00:00,3,0,1,2,33.62,37.88,46,0,76,185,261
2012-07-07 12:00:00,3,0,0,1,39.36,43.18,31,23.9994,124,218,342
2012-09-06 22:00:01,3,0,1,1,27.30581738,29.93180264,89,9.821383545,20,199,227
2012-04-17 22:00:00,2,0,1,1,22.14,25.76,30,16.9979,18,144,162
2012-11-17 1:00:00,4,0,0,1,10.66,12.88,60,12.998,13,74,87
2012-05-01 2:00:00,2,0,1,2,20.5,24.24,72,6.0032,1,7,8
2011-04-11 19:00:00,2,0,1,1,29.52,33.335,51,30.0026,73,211,284
2012-01-17 12:00:00,1,0,1,2,13.12,15.15,87,19.0012,3,83,86
2011-08-02 21:00:00,3,0,1,1,32.8,37.12,52,15.0013,53,201,254
2011-07-07 23:00:00,3,0,1,1,29.52,34.09,66,0,31,98,129
2012-10-14 7:00:00,4,0,0,1,17.22,21.21,82,15.0013,7,44,51
2011-07-15 11:00:00,3,0,1,1,28.7,32.575,54,8.9981,73,137,210
2012-08-18 0:00:01,3,0,0,2,26.6358744,29.93549598,82,15.55332228,1,89,127
2011-10-16 13:00:00,4,0,0,1,24.6,31.06,35,19.9995,169,269,438
2011-01-01 16:00:01,1,0,0,2,17.09953364,20.69690574,81,21.16359604,46,52,93
2011-08-11 7:00:00,3,0,1,1,27.06,31.06,54,8.9981,15,292,307
2011-09-07 3:00:00,3,0,1,3,22.96,26.515,94,8.9981,1,1,2
2012-08-07 2:00:01,3,0,1,1,29.13891044,32.56640713,80,9.119167521,6,0,9
2011-02-01 8:00:01,1,0,1,3,6.041811185,11.99266512,95,0.04450749444,5,136,157
2011-08-13 18:00:01,3,0,0,1,29.85112452,33.75076976,76,14.32366563,120,160,280
2012-03-12 5:00:00,1,0,1,1,13.94,16.665,61,12.998,1,15,16
2012-03-02 13:00:00,1,0,1,1,17.22,21.21,44,15.0013,31,191,222
2012-06-11 13:00:00,2,0,1,2,32.8,35.605,41,19.9995,63,185,248
2011-09-06 22:00:00,3,0,1,2,22.14,25.76,94,22.0028,5,79,84
2011-01-03 8:00:01,1,0,1,1,6.410489453,7.957320424,50,20.46934091,2,142,137
2011-11-13 12:00:00,4,0,0,2,21.32,25,29,27.9993,112,242,354
2011-05-13 12:00:00,2,0,1,2,21.32,25,88,12.998,53,170,223
2011-12-04 1:00:01,4,0,0,1,13.68015644,16.7371125,76,5.665934077,18,58,61
2012-10-01 15:00:00,4,0,1,2,25.42,31.06,43,8.9981,95,234,329
2011-08-02 22:00:00,3,0,1,2,31.98,37.12,59,11.0014,22,169,191
2012-12-14 13:00:02,4,0,1,1,15.49036569,16.78675715,50,15.38644865,39,293,343
2011-10-11 2:00:00,4,0,1,2,21.32,25,94,8.9981,1,4,5
2011-04-01 20:00:00,2,0,1,1,13.12,15.91,53,12.998,2,75,77
2012-09-17 18:00:00,3,0,1,2,25.42,29.545,73,11.0014,66,708,774
2011-09-17 1:00:00,3,0,0,1,18.86,22.725,72,7.0015,28,52,80
2012-11-07 3:00:00,4,0,1,2,11.48,12.88,52,22.0028,2,9,11
2011-03-11 6:00:00,1,0,1,1,10.66,12.12,81,19.0012,1,31,32
2011-12-07 5:00:00,4,0,1,3,18.86,22.725,100,11.0014,0,3,3
2011-11-16 9:00:02,4,0,1,3,18.78972577,22.58530097,97,0,10,36,103
2012-02-12 15:00:01,1,0,0,1,6.885277027,5.533335802,40,36.53710218,12,136,183
2011-10-19 9:00:01,4,0,1,3,21.12962898,25.71542679,87,32.94360437,22,157,215
2012-02-16 1:00:00,1,0,1,2,12.3,16.665,70,0,0,5,5
2011-12-07 6:00:00,4,0,1,3,19.68,23.485,100,27.9993,0,18,18
2011-11-16 6:00:00,4,0,1,2,18.86,22.725,94,6.0032,4,52,56
2011-03-11 9:00:00,1,0,1,2,12.3,14.395,61,19.0012,13,143,156
2011-05-19 23:00:00,2,0,1,1,19.68,23.485,94,0,9,63,72
2011-08-09 14:00:00,3,0,1,1,35.26,39.395,44,19.0012,53,95,148
2011-07-07 0:00:01,3,0,1,1,26.76388993,31.444868,93,8.527101749,12,52,23
2012-05-16 11:00:00,2,0,1,1,28.7,32.575,54,8.9981,55,212,267
2012-11-12 10:00:00,4,1,0,1,19.68,23.485,77,11.0014,82,184,266
2012-01-04 19:00:00,1,0,1,2,8.2,11.365,40,7.0015,2,182,184
2012-11-05 19:00:00,4,0,1,1,13.12,15.91,49,11.0014,11,361,372
2011-02-02 7:00:00,1,0,1,3,9.02,10.605,93,15.0013,1,48,49
2012-03-13 14:00:00,1,0,1,1,26.24,31.06,53,22.0028,52,160,212
2011-12-02 3:00:00,4,0,1,1,9.02,13.635,80,0,0,1,1
2011-06-07 17:00:00,2,0,1,1,32.8,36.365,43,16.9979,64,475,539
2011-12-03 23:00:00,4,0,0,1,12.3,15.15,70,8.9981,12,73,85
2012-05-03 4:00:00,2,0,1,2,18.86,22.725,88,16.9979,0,2,2
2012-10-02 5:00:00,4,0,1,2,22.96,26.515,83,8.9981,1,42,43
2011-03-17 3:00:00,1,0,1,1,13.94,16.665,66,11.0014,1,1,2
2011-08-01 4:00:00,3,0,1,1,27.06,30.305,83,8.9981,2,2,4
2012-06-05 19:00:01,2,0,1,1,24.90598287,27.56055733,46,17.75336428,62,442,502
2011-01-08 15:00:00,1,0,0,1,8.2,8.335,32,30.0026,5,69,74
2012-03-05 15:00:00,1,0,1,2,12.3,14.395,53,12.998,20,110,130
2011-11-13 7:00:00,4,0,0,1,13.94,15.91,66,15.0013,13,30,43
2012-10-03 14:00:00,4,0,1,2,29.52,34.09,70,11.0014,56,195,251
2012-11-12 20:00:00,4,1,0,2,21.32,25,77,19.0012,31,273,304
2012-01-19 18:00:00,1,0,1,2,10.66,11.365,44,22.0028,16,345,361
2011-08-19 8:00:00,3,0,1,2,27.06,30.305,83,0,30,368,398
2012-02-14 23:00:00,1,0,1,2,14.76,18.18,50,6.0032,2,55,57
2011-06-08 5:00:00,2,0,1,1,25.42,28.03,88,0,0,21,21
2012-02-16 0:00:00,1,0,1,2,12.3,15.15,70,8.9981,1,22,23
2012-07-06 12:00:00,3,0,1,1,36.08,37.88,28,7.0015,111,220,331
2011-05-02 18:00:00,2,0,1,2,26.24,30.305,65,12.998,68,450,518
2012-05-14 2:00:00,2,0,1,1,24.6,30.305,60,19.9995,1,1,2
2012-09-19 8:00:00,3,0,1,1,21.32,25,59,15.0013,39,758,797
2012-02-06 22:00:01,1,0,1,1,13.07593227,14.91668644,70,8.115613327,3,106,100
2011-09-10 16:00:00,3,0,0,1,30.34,34.09,55,12.998,170,261,431
2012-07-05 20:00:00,3,0,1,2,35.26,39.395,41,15.0013,78,243,321
2012-11-02 18:00:00,4,0,1,2,15.58,19.695,43,22.0028,32,490,522
2011-07-01 3:00:00,3,0,1,1,26.24,31.06,53,0,5,6,11
2011-12-14 19:00:00,4,0,1,2,14.76,18.18,62,7.0015,9,259,268
2012-07-08 13:00:00,3,0,0,1,38.54,43.94,38,16.9979,118,219,337
2011-03-03 23:00:00,1,0,1,2,7.38,10.605,43,6.0032,0,23,23
2011-02-10 0:00:00,1,0,1,3,5.74,6.82,86,12.998,0,16,16
2011-01-13 23:00:00,1,0,1,1,4.92,6.82,50,12.998,1,14,15
2011-01-05 16:00:01,1,0,1,1,12.00687096,16.20824727,30,4.872729223,0,106,85
2011-12-18 15:00:00,4,0,0,1,13.12,15.15,45,19.0012,23,184,207
2011-05-12 16:00:00,2,0,1,2,26.24,31.06,57,16.9979,50,238,288
2012-04-17 19:00:00,2,0,1,1,24.6,30.305,26,16.9979,73,464,537
2011-02-13 21:00:00,1,0,0,1,16.4,20.455,35,23.9994,6,45,51
2012-11-06 2:00:00,4,0,1,1,9.84,12.88,65,6.0032,0,2,2
2012-03-17 11:00:00,1,0,0,2,21.32,25,77,8.9981,226,359,585
2012-11-11 1:00:00,4,0,0,1,13.94,17.425,76,6.0032,26,82,108
2011-12-17 4:00:00,4,0,0,1,9.84,12.12,65,11.0014,0,9,9
2012-08-03 10:00:01,3,0,1,2,32.61678026,38.13425436,49,12.07176677,86,170,235
2011-07-16 4:00:01,3,0,0,1,24.90158029,30.82562789,73,5.594286368,9,20,40
2011-11-18 16:00:00,4,0,1,1,13.94,16.665,29,8.9981,19,190,209
2012-07-02 1:00:00,3,0,1,2,31.16,35.605,58,12.998,3,14,17
2012-11-01 15:00:00,4,0,1,2,16.4,20.455,54,11.0014,35,179,214
2012-05-01 8:00:01,2,0,1,2,20.83988789,25.05170765,94,19.51712501,22,521,543
2011-10-06 4:00:00,4,0,1,1,18.04,21.97,62,19.0012,0,5,5
2012-11-06 14:00:00,4,0,1,1,14.76,18.18,40,7.0015,44,196,240
2011-05-12 23:00:01,2,0,1,2,22.30429705,25.99051008,80,13.00324183,13,75,100
2011-04-10 12:00:01,2,0,0,2,16.7283806,21.69322249,89,7.653488486,94,155,206
2011-06-04 16:00:00,2,0,0,2,29.52,32.575,30,8.9981,168,272,440
2011-12-13 23:00:00,4,0,1,1,10.66,15.15,70,0,4,55,59
2012-06-06 0:00:00,2,0,1,1,21.32,25,59,6.0032,3,46,49
2011-02-08 6:00:00,1,0,1,1,10.66,11.365,70,22.0028,0,39,39
2011-12-05 22:00:01,4,0,1,2,16.57674818,22.34942061,86,8.148072492,7,87,84
2012-03-17 3:00:00,1,0,0,2,18.04,21.97,88,0,2,24,26
2011-03-03 7:00:00,1,0,1,1,4.92,4.545,42,27.9993,1,110,111
2012-02-15 10:00:01,1,0,1,1,13.61235715,15.85106358,58,19.46016139,12,107,116
2011-05-14 6:00:01,2,0,0,2,22.69150093,23.82915102,90,6.731233255,0,10,42
2012-12-01 21:00:00,4,0,0,2,12.3,16.665,87,0,23,135,158
2012-09-04 17:00:00,3,0,1,1,31.16,36.365,70,23.9994,110,746,856
2012-08-01 21:00:01,3,0,1,1,29.48682448,33.67231325,68,9.798166779,36,279,319
2012-06-07 14:00:00,2,0,1,1,29.52,32.575,37,16.9979,67,198,265
2012-04-07 3:00:00,2,0,0,1,14.76,16.665,32,16.9979,7,21,28
2012-12-07 10:00:00,4,0,1,2,13.12,15.91,76,11.0014,16,150,166
2011-02-14 15:00:00,1,0,1,1,22.96,26.515,21,43.9989,19,71,90
2012-07-06 7:00:00,3,0,1,1,31.98,34.85,46,8.9981,20,333,353
2012-01-11 16:00:00,1,0,1,2,13.94,15.91,87,16.9979,6,112,118
2011-02-04 7:00:00,1,0,1,1,5.74,10.605,59,0,0,87,87
2011-02-11 19:00:00,1,0,1,1,10.66,15.15,33,0,7,94,101
2011-07-03 1:00:00,3,0,0,2,28.7,32.575,61,11.0014,23,55,78
2012-07-15 16:00:00,3,0,0,1,35.26,39.395,41,15.0013,152,343,495
2011-04-03 16:00:00,2,0,0,2,18.86,22.725,31,12.998,147,156,303
2011-08-07 8:00:00,3,0,0,1,29.52,34.85,79,12.998,23,66,89
2012-08-16 8:00:00,3,0,1,1,27.88,31.82,61,12.998,33,649,682
2011-09-03 5:00:00,3,0,0,1,25.42,30.305,69,12.998,3,9,12
2012-06-18 8:00:00,2,0,1,2,22.14,25.76,83,12.998,27,447,474
2011-10-17 2:00:00,4,0,1,1,22.96,26.515,54,26.0027,4,3,7
2011-12-04 20:00:00,4,0,0,1,14.76,17.425,76,8.9981,8,116,124
2012-12-16 2:00:00,4,0,0,2,13.94,17.425,87,6.0032,8,79,87
2011-08-15 5:00:00,3,0,1,2,24.6,27.275,88,12.998,3,14,17
2011-08-19 23:00:00,3,0,1,2,24.6,27.275,88,6.0032,18,88,106
2011-01-06 15:00:00,1,0,1,1,11.48,13.635,36,0,8,54,62
2011-06-16 7:00:00,2,0,1,3,22.96,26.515,78,11.0014,16,172,188
2012-08-17 23:00:00,3,0,1,3,26.24,12.12,83,15.0013,21,100,121
2011-05-04 20:00:00,2,0,1,1,16.4,20.455,62,22.0028,17,174,191
2011-12-17 8:00:00,4,0,0,2,10.66,12.88,56,15.0013,4,55,59
2012-12-11 7:00:00,4,0,1,1,13.94,15.15,66,27.9993,8,372,380
2011-02-16 23:00:00,1,0,1,1,15.58,19.695,40,15.0013,2,31,33
2012-10-03 3:00:01,4,0,1,2,24.72250938,25.73342814,93,0,1,0,1
2011-05-17 12:00:00,2,0,1,3,22.96,26.515,83,27.9993,38,115,153
2012-11-12 7:00:00,4,1,0,1,16.4,20.455,87,0,16,248,264
2011-08-15 6:00:00,3,0,1,1,24.6,27.275,88,16.9979,3,87,90
2011-03-02 11:00:00,1,0,1,1,13.94,15.15,53,22.0028,8,65,73
2012-02-11 15:00:00,1,0,0,2,12.3,13.635,61,19.9995,12,112,124
2011-08-07 9:00:00,3,0,0,1,31.16,37.12,75,7.0015,82,102,184
2011-11-07 18:00:00,4,0,1,1,18.86,22.725,59,7.0015,18,407,425
2012-12-06 1:00:01,4,0,1,1,10.7453065,11.78690333,44,20.01061699,2,19,40
2012-01-08 13:00:00,1,0,0,1,16.4,20.455,37,19.9995,77,266,343
2012-07-07 18:00:00,3,0,0,1,38.54,41.665,29,6.0032,83,194,277
2012-06-10 3:00:01,2,0,0,1,26.88601713,29.66019752,73,7.88506405,7,15,15
2011-06-19 8:00:00,2,0,0,3,27.88,31.82,74,7.0015,25,59,84
2012-09-01 17:00:00,3,0,0,2,33.62,38.635,52,0,205,258,463
2011-10-09 4:00:00,4,0,0,1,18.04,21.97,88,0,7,7,14
2012-05-12 12:00:00,2,0,0,1,26.24,31.06,36,11.0014,206,353,559
2011-02-12 5:00:00,1,0,0,1,4.92,8.335,74,6.0032,0,1,1
2012-01-09 0:00:00,1,0,1,1,9.84,11.365,60,15.0013,3,12,15
2011-04-17 7:00:00,2,0,0,1,14.76,16.665,50,23.9994,2,14,16
2012-08-01 7:00:00,3,0,1,2,26.24,28.79,83,8.9981,19,468,487
2012-11-03 11:00:00,4,0,0,2,14.76,16.665,46,26.0027,56,284,340
2012-04-01 23:00:01,2,0,0,3,17.69278885,22.36119271,73,0,21,58,43
2011-08-04 4:00:00,3,0,1,2,27.88,31.82,89,0,0,7,7
2012-09-01 22:00:00,3,0,0,2,27.06,29.545,89,0,21,57,78
2012-12-11 2:00:00,4,0,1,2,16.4,20.455,66,22.0028,0,1,1
2011-12-03 17:00:00,4,0,0,1,14.76,18.94,62,0,46,186,232
2012-05-01 18:00:00,2,0,1,1,28.7,32.575,54,8.9981,81,662,743
2012-12-13 8:00:00,4,0,1,1,9.84,11.365,60,12.998,24,655,679
2012-10-13 4:00:00,4,0,0,1,12.3,15.15,65,11.0014,2,9,11
2011-03-17 9:00:01,1,0,1,1,16.19620169,20.22812577,60,17.94654295,26,160,212
2012-02-07 4:00:00,1,0,1,2,12.3,16.665,70,0,0,3,3
2012-03-08 8:00:00,1,0,1,1,18.04,21.97,77,26.0027,12,573,585
2012-05-01 0:00:00,2,0,1,2,20.5,24.24,59,12.998,7,28,35
2012-01-10 20:00:00,1,0,1,1,13.94,17.425,53,7.0015,10,190,200
2012-09-02 9:00:00,3,0,0,2,28.7,33.335,84,0,88,144,232
2012-01-09 9:00:00,1,0,1,2,9.02,13.635,64,0,9,188,197
2011-08-09 1:00:00,3,0,1,1,29.52,34.09,66,0,5,9,14
2012-03-12 3:00:00,1,0,1,1,14.76,17.425,50,8.9981,0,2,2
2011-08-15 10:00:00,3,0,1,1,27.88,31.82,69,19.0012,54,87,141
2012-12-13 4:00:00,4,0,1,2,10.66,12.88,56,12.998,0,8,8
2011-08-06 18:00:00,3,0,0,2,29.52,34.85,79,30.0026,81,130,211
2012-11-06 0:00:00,4,0,1,1,9.84,12.88,60,7.0015,1,18,19
2011-11-18 23:00:01,4,0,1,1,10.54639047,13.22142262,60,9.990094567,7,34,54
2012-08-15 10:00:00,3,0,1,2,29.52,34.09,62,12.998,70,163,233
2012-04-10 15:00:00,2,0,1,1,22.96,26.515,21,19.9995,46,157,203
2012-07-02 14:00:00,3,0,1,1,35.26,37.88,34,15.0013,79,151,230
2011-06-01 4:00:00,2,0,1,2,27.88,31.82,89,15.0013,0,4,4
2012-09-15 9:00:00,3,0,0,1,24.6,31.06,43,27.9993,79,263,342
2012-08-17 9:00:00,3,0,1,1,28.7,12.12,58,7.0015,58,320,378
2012-08-03 4:00:00,3,0,1,1,27.06,30.305,83,16.9979,1,11,12
2012-10-10 20:00:01,4,0,1,1,20.92488436,25.39936594,42,31.86856093,24,371,374
2011-11-03 18:00:00,4,0,1,1,18.86,22.725,63,8.9981,24,409,433
2012-06-03 2:00:00,2,0,0,1,21.32,25,59,7.0015,22,67,89
2012-11-07 0:00:00,4,0,1,2,12.3,14.395,56,19.0012,49,234,283
2011-12-08 23:00:00,4,0,1,1,9.84,12.88,70,7.0015,3,58,61
2012-04-18 19:00:00,2,0,1,2,17.22,21.21,77,8.9981,26,342,368
2011-04-16 11:00:00,2,0,0,3,17.22,21.21,94,30.0026,4,27,31
2012-07-11 19:00:00,3,0,1,1,30.34,33.335,48,15.0013,73,560,633
2011-08-03 7:00:00,3,0,1,2,30.34,33.335,51,15.0013,19,252,271
2012-03-19 2:00:00,1,0,1,1,18.86,22.725,88,11.0014,1,7,8
2012-11-10 7:00:00,4,0,0,1,10.66,13.635,87,7.0015,14,57,71
2011-07-07 3:00:00,3,0,1,1,26.24,28.03,94,7.0015,2,2,4
2012-07-18 14:00:01,3,0,1,1,38.51208683,42.5647695,37,23.21302104,51,137,153
2012-10-09 9:00:00,4,0,1,2,17.22,21.21,77,15.0013,37,345,382
2012-05-02 15:00:00,2,0,1,1,26.24,30.305,65,12.998,52,204,256
2012-03-09 5:00:00,1,0,1,3,16.4,20.455,66,19.0012,2,27,29
2012-11-19 0:00:00,4,0,1,1,14.76,17.425,66,15.0013,5,22,27
2012-04-02 19:00:00,2,0,1,1,20.5,24.24,27,16.9979,66,428,494
2011-02-18 18:00:00,1,0,1,1,26.24,31.06,33,22.0028,29,195,224
2011-09-08 7:00:00,3,0,1,3,25.42,27.275,94,7.0015,7,172,179
2011-04-09 6:00:01,2,0,0,2,11.86251546,14.41109427,91,12.38882708,0,0,9
2012-10-19 8:00:00,4,0,1,2,22.14,25.76,94,7.0015,20,447,467
2012-11-04 10:00:00,4,0,0,1,13.94,16.665,49,12.998,73,287,360
2011-12-19 21:00:00,4,0,1,2,14.76,17.425,53,8.9981,15,112,127
2012-06-18 4:00:00,2,0,1,2,22.14,25.76,77,12.998,0,9,9
2012-01-16 18:00:01,1,1,0,1,9.308461868,10.98730438,53,22.55254211,0,189,163
2012-04-10 2:00:00,2,0,1,1,14.76,17.425,71,8.9981,0,2,2
2011-01-15 20:00:00,1,0,0,2,13.12,15.15,39,16.9979,6,35,41
2011-07-15 1:00:02,3,0,1,1,24.93628144,29.18372643,74,14.61560994,0,0,42
2011-01-17 3:00:00,1,1,0,2,7.38,9.09,43,12.998,0,2,2
2012-07-09 7:00:00,3,0,1,3,27.06,30.305,83,15.0013,7,223,230
2012-06-09 1:00:00,2,0,0,1,26.24,31.06,53,6.0032,34,89,123
2011-01-10 8:00:00,1,0,1,2,4.92,6.06,50,19.0012,4,184,188
2011-03-11 23:00:00,1,0,1,1,12.3,14.395,52,16.9979,3,34,37
2011-12-10 1:00:00,4,0,0,2,10.66,12.88,70,11.0014,11,55,66
2011-10-10 14:00:00,4,1,0,1,30.34,32.575,37,0,147,223,370
2012-10-18 12:00:00,4,0,1,2,24.6,31.06,53,16.9979,93,284,377
2011-04-11 13:00:00,2,0,1,2,26.24,30.305,69,27.9993,62,77,139
2011-03-05 0:00:00,1,0,0,2,11.48,14.395,81,7.0015,4,15,19
2011-03-18 18:00:00,1,0,1,1,27.88,31.82,39,11.0014,84,247,331
2011-06-18 1:00:00,2,0,0,1,25.42,28.79,83,7.0015,15,80,95
